u,v,t,h
12901,40804,6,7
1490,23594,32,5
17015,30488,34,3
5167,45890,54,5
3263,9780,4,5
9327,11985,69,2
64560,71857,87,0
2431,51628,79,1
52391,82892,11,8
14806,22377,2,3
64925,69021,71,9
35540,59479,39,9
10864,12795,25,4
40951,48067,65,5
57352,70372,65,1
65582,66459,37,5
4098,6791,97,1
5998,64068,12,8
24633,62818,3,8
33206,59619,98,8
18927,78594,91,1
24284,68654,75,5
8352,48062,96,0
30188,73358,91,9
25389,26747,91,3
26555,79288,51,6
19701,55574,80,6
8407,78914,40,3
6971,21557,77,9
20328,56277,85,0
3335,22770,87,2
60102,83779,40,4
33377,64068,82,4
2777,4291,69,3
39413,69571,5,8
33797,73604,4,9
25330,64130,31,4
51669,54986,26,6
23684,35341,10,7
21782,32748,81,6
54722,75598,93,5
4634,44651,10,8
66107,82892,71,4
56346,78980,39,6
28769,34744,77,0
57072,68195,12,4
56333,83282,25,5
2673,66787,82,1
23343,50610,41,6
11667,15497,29,7
27102,83581,73,1
29352,82577,81,3
7183,72673,64,2
7052,75121,44,6
17195,43455,19,6
36502,71932,94,2
19701,52979,31,4
28251,32954,51,2
7446,43120,72,0
61067,73271,68,5
2056,53433,49,3
42485,66585,9,9
46850,79389,92,5
33158,76784,93,2
3664,63796,74,8
1189,63711,95,0
43675,67454,34,5
10913,16991,77,2
16700,57722,37,4
71719,76599,4,8
48520,81895,36,3
66198,68654,80,3
20400,73902,28,6
11580,26148,83,7
13842,18649,20,6
41880,78393,68,0
47548,52537,59,4
7175,32748,83,1
3693,55035,87,0
8538,21021,82,4
56924,83041,42,4
52391,65519,81,1
5601,53797,2,9
16089,37006,61,5
45296,82017,24,7
8124,33570,89,0
31988,51284,46,2
31795,55887,57,2
35308,51977,94,0
59251,63785,32,6
31572,43290,78,8
4974,57237,25,7
69367,72922,34,6
33257,42192,81,9
13799,79821,88,0
22210,64026,67,5
29289,74471,94,7
9944,49096,22,5
80542,81722,61,7
38797,60107,35,3
15592,32736,73,6
46,42943,98,9
28915,77189,88,4
7183,58011,71,2
30726,50079,50,7
12309,38133,95,5
13134,56462,41,5
46029,46508,87,2
28781,79478,28,4
11396,67447,33,9
2604,44767,77,5
11554,63403,89,1
27767,53676,37,6
19284,23054,41,4
56589,84212,57,1
18912,48754,62,1
15503,71622,23,5
3338,56109,11,5
30963,49347,10,8
60712,71244,83,2
42454,56033,14,9
24038,49826,90,5
53968,83680,73,2
38257,84623,83,5
73886,75707,54,3
276,37620,28,7
61804,80843,11,4
7311,81672,23,7
413,30191,68,1
5851,67591,76,7
23687,76894,92,0
56961,61499,94,0
26148,26468,74,8
7533,66988,26,2
51603,55001,49,1
23835,71217,90,5
17949,50503,70,1
7211,37769,71,2
11194,39750,6,9
31620,44422,34,5
35848,36727,43,2
45911,65078,22,4
24644,80441,13,7
7746,45798,18,6
20804,26913,7,9
37373,58772,54,2
26481,34989,37,3
57308,58460,42,2
41531,69367,7,9
50610,58319,28,3
34711,80286,43,4
32215,33158,21,4
27987,69601,43,1
4206,5069,3,9
14827,43120,44,1
6081,10892,29,6
43226,50031,34,5
69873,72738,48,7
31460,66247,81,2
4885,77514,69,1
29202,45317,72,7
9365,53614,5,8
20285,40867,52,4
33054,71478,74,8
10133,48911,57,8
26270,46282,57,9
31572,73514,15,8
32215,40867,28,4
58677,62872,73,0
4760,79569,15,5
16537,83552,12,9
6487,81672,23,7
70655,83660,70,3
16108,74832,23,6
16399,62417,35,2
21999,34788,54,1
11227,78393,67,9
18295,68855,58,6
32215,58257,23,4
39310,42968,41,7
32215,34443,20,3
32875,60600,82,1
66749,84723,35,6
34867,63507,42,2
10369,63507,31,5
11255,69788,63,7
35599,56338,31,4
64468,72055,45,3
19253,80776,95,3
53940,67454,46,6
10365,21993,25,5
33007,78756,39,6
16680,68727,80,6
5601,32215,42,5
1392,40905,67,0
42852,81976,13,8
64850,81976,97,4
7891,16945,85,0
22290,43652,78,4
16240,83473,35,3
1096,71986,31,4
6435,7311,14,6
8216,18927,98,5
4406,69989,17,7
17310,36904,80,1
5379,56396,87,1
46857,80186,73,3
45035,48746,48,7
117,33723,82,2
16538,69031,42,1
32118,49871,49,1
1091,57827,65,0
10367,12423,6,8
43094,78704,28,4
77976,82521,93,3
46789,55306,29,8
242,13068,69,6
76894,77913,48,6
3420,18649,32,7
48342,58705,29,1
39750,56016,89,4
48347,76406,99,0
45972,77377,41,2
14544,69512,81,1
26108,62054,94,6
20326,47588,70,0
67453,84241,37,4
55270,74815,17,8
28362,69618,54,2
61963,67862,99,0
9874,11667,79,8
1179,18927,33,3
9137,41068,88,0
45095,79122,90,1
55574,62216,61,1
18288,74299,52,9
43492,80234,38,7
26419,49218,62,2
2311,31515,86,0
4985,37181,7,9
32564,64130,28,5
52895,79191,16,8
27131,53777,97,0
49480,51158,17,6
12116,63769,88,2
7609,81791,61,0
2788,37822,12,6
47023,68504,81,0
14399,58999,38,3
40800,49829,2,8
18923,77978,73,1
34356,73685,37,2
49796,80336,62,0
8734,80286,24,9
1014,15049,92,0
22326,51769,36,5
35344,43814,2,9
18759,32215,28,3
30963,65974,39,5
32215,42324,17,6
50342,50642,89,0
20791,51187,47,2
2604,29840,71,9
23769,40800,74,0
29309,32215,30,5
36996,80953,62,1
23517,79796,77,0
20830,26699,53,7
15341,33924,95,2
54367,61396,36,3
13039,41788,7,8
9959,36132,96,5
48911,50903,39,5
36689,50903,33,4
14430,74967,37,4
15049,59004,92,0
20359,73078,74,7
43997,64681,11,7
66719,73360,92,1
15102,79198,21,2
127,77906,84,9
71396,83552,18,7
13842,31572,40,4
2763,7858,62,2
61022,76813,7,8
2626,27144,9,9
69618,73361,65,6
41914,66990,80,6
34089,52523,69,4
35440,77472,44,5
14490,68751,28,7
30675,37485,3,4
24570,81115,86,2
1760,29982,85,2
10551,79049,72,0
41781,74397,86,3
26108,62306,29,5
32215,64259,20,5
47576,59022,60,8
36467,37474,57,3
25731,81672,96,0
20498,25917,72,3
15236,45756,78,5
32215,63571,30,3
56033,57237,87,1
9327,32215,27,4
72974,80542,94,0
41764,68315,97,4
6428,33377,78,5
9037,70567,34,9
3785,20121,37,6
14596,35049,33,5
4292,23926,75,8
35299,72690,68,0
55024,70796,41,7
43290,49064,47,6
17680,80861,6,8
22055,22842,93,9
4263,23948,89,2
6872,61361,20,2
67974,83952,3,9
29763,35519,22,9
341,19338,83,0
41942,80030,59,9
49237,69162,64,7
10809,43286,86,6
23926,83542,47,5
34812,37205,26,2
57237,61193,1,9
32215,56438,13,6
32215,62545,20,4
13911,32215,17,5
31769,64028,80,4
48067,71923,66,8
16252,79292,16,7
37253,58769,88,1
14176,19509,60,4
14851,70264,72,0
32215,83353,26,5
11192,52706,68,4
41553,42257,61,4
13815,56589,59,1
50090,73809,84,7
40,17414,34,9
67271,72974,18,7
31653,77923,7,7
32215,39548,29,4
30883,79478,31,4
2763,7119,12,7
29443,32617,46,2
75608,80776,99,9
13842,57087,35,3
18927,52155,97,0
32748,80577,54,8
17955,26751,41,8
26751,36283,71,6
32215,62926,17,4
53357,58950,4,5
58599,72219,26,3
15190,15770,19,5
71263,72433,91,1
6133,47326,66,4
68052,69804,95,1
24935,49964,79,9
24510,72130,2,8
31290,70669,16,7
34911,51634,2,9
1161,45101,43,8
2541,68843,13,8
20402,60125,55,1
60125,66990,59,1
4030,41829,5,8
32074,56188,12,8
6953,22459,51,6
15115,83769,27,5
29748,70303,44,1
11396,55158,49,9
13134,35952,34,4
27987,72094,39,9
26302,63403,47,1
23550,73030,96,0
32215,34357,26,5
55293,77242,40,1
8683,67153,35,4
20328,47087,80,0
32215,71794,31,2
24535,32215,32,2
31634,32215,23,2
32215,82179,31,1
32215,72420,20,7
31389,32215,30,3
32215,62316,14,7
32215,68087,21,5
5692,32215,19,5
7150,32215,14,7
32215,35977,27,2
66032,75638,67,8
47533,75638,74,5
33007,42485,39,2
6261,44446,89,0
22326,58257,5,9
67685,80521,48,2
19413,25748,68,5
47583,81881,34,4
3850,66524,23,7
22473,72562,22,6
7119,62417,65,1
2673,27415,17,7
29955,59825,2,9
30267,64759,8,2
35931,73848,66,2
37890,83552,11,7
55983,84358,6,8
26108,63720,47,4
14544,22526,56,4
20901,73433,2,8
14612,74958,31,5
13637,71882,33,5
35756,82319,59,5
14450,50019,19,6
22000,77189,10,9
20359,60284,80,0
49796,83361,42,1
47552,69225,88,1
8482,31988,46,7
62310,74034,15,6
62825,69571,5,9
18590,51187,13,6
38400,52326,65,1
23286,60547,14,7
11463,23925,91,9
49237,60204,91,6
25306,38073,61,2
38073,50889,81,9
5601,53245,70,5
29393,59251,67,9
40696,69431,13,6
51145,52886,51,5
19699,55694,59,6
9277,26796,65,4
74815,77921,38,3
24516,59022,69,5
17388,33969,87,9
4566,76574,69,0
54620,59105,43,2
23990,64364,2,9
8909,26108,15,8
25261,25799,95,0
6268,73237,41,2
25850,64270,99,0
4634,37181,27,6
7876,32773,16,6
26929,48321,48,9
33377,71932,1,9
19520,29965,45,4
34711,77634,22,5
4713,54782,84,1
4566,45798,25,4
40211,41437,38,4
26330,62789,42,5
1078,36766,8,6
13847,51696,68,3
990,63571,48,2
24877,55001,97,0
12839,36467,51,6
59010,63959,55,3
75121,79314,13,7
40192,81791,22,6
44357,76262,7,8
328,43119,15,4
7143,28944,90,2
31969,42994,62,7
40576,70227,91,0
1995,33572,71,2
4098,8252,69,0
6430,10989,96,6
23990,68727,84,5
28686,46508,98,3
14718,43025,30,4
6791,36235,87,1
36402,78594,45,7
33510,79646,38,2
63451,77191,99,5
6268,20400,20,7
20400,58319,24,7
38400,83041,3,9
8844,33723,29,5
5069,42326,15,6
15443,62791,71,5
42645,57722,66,7
47456,78895,27,7
7191,64745,98,0
8554,12371,61,7
19209,63340,31,1
26928,64759,8,2
14697,65871,46,1
62177,62820,90,2
27255,31460,64,3
10175,43455,69,1
42995,53835,88,6
56688,70588,61,1
34969,36830,86,0
16537,67604,77,7
12779,20452,5,8
990,53298,86,1
68462,79288,45,4
39210,58644,97,6
9641,10627,52,5
32421,62857,76,1
28799,31337,91,0
392,10367,50,9
12441,78551,84,1
30986,72337,34,3
23084,53146,33,3
8251,16809,88,1
35617,64093,66,3
19675,45798,17,7
47817,63087,1,9
23106,56134,6,8
12142,56953,42,2
32074,57719,15,8
20207,59641,51,0
8485,48270,41,3
74380,78502,19,7
39324,81291,22,4
32564,42454,2,9
15926,53963,58,1
37181,47548,53,6
19302,20537,61,6
23684,82124,7,7
32577,71478,23,7
30164,55296,34,6
9164,44835,37,1
19611,69512,54,2
43094,54072,42,2
49136,72039,65,4
16089,81744,48,8
2441,17883,62,3
4098,35243,75,2
26214,52979,52,5
52740,59825,2,9
40192,80030,85,9
1520,72414,30,5
50503,69512,26,4
2672,83817,32,8
39210,39653,94,1
5851,13444,72,8
5879,7176,66,3
65472,79796,62,8
13454,69367,12,9
64028,77377,77,1
10546,66988,61,1
62009,81173,55,0
67447,81744,42,3
11554,47884,12,8
18748,22711,97,5
33377,69428,85,1
26770,40643,16,7
68920,69197,36,2
77913,83417,13,7
9440,75458,57,2
43537,76886,92,1
63091,68154,91,5
10332,22469,42,7
9749,22842,90,0
69232,74973,70,3
28970,29736,17,6
36689,41586,38,6
11742,80195,67,2
28634,59501,78,9
22391,30104,75,1
26777,63265,23,0
47760,52406,2,9
60315,79911,60,2
16103,30180,15,7
8978,22986,87,2
11515,29391,44,1
23454,57537,10,8
3577,48074,51,6
1320,68899,17,4
39060,67069,79,6
33274,62123,44,7
69095,83660,1,9
3152,16346,70,0
20596,73902,35,3
10117,81791,50,5
3946,6635,12,8
31714,48425,60,3
25118,41914,16,6
56333,67629,72,0
17656,74278,59,7
6634,61778,21,1
23456,68751,90,3
20054,56831,93,4
24607,27069,46,1
45756,47012,78,0
2292,8357,10,8
28156,58578,45,9
53529,58578,50,4
8252,32215,29,3
33026,63272,14,8
47748,74973,62,1
7835,84086,34,3
8698,15090,9,5
27647,82892,14,8
50439,72580,85,0
25330,35341,82,3
33956,39155,86,8
32617,65136,47,2
122,51230,64,4
38958,82867,78,2
42641,60281,55,2
127,18295,81,3
57171,72922,78,7
32215,67441,21,3
60204,84324,48,7
60617,84110,24,2
42063,73584,97,8
26935,42485,67,9
12303,29289,48,1
41401,83410,4,7
50418,75161,65,5
56352,75105,73,3
64468,69264,63,9
30403,63733,10,8
8124,8516,52,2
17949,41914,73,4
30589,32139,39,3
24136,71244,44,6
6180,72987,6,9
13717,19824,60,8
57087,76576,80,2
2132,24935,68,1
25547,41650,63,1
23218,64028,58,2
9739,32215,32,3
29980,32215,30,3
32215,51953,26,4
32215,70856,14,7
52222,57304,20,6
39413,51715,24,6
49001,68637,42,3
23827,82316,89,6
1911,40072,83,1
22528,84480,16,7
40564,53423,41,8
62934,81744,33,4
50594,80949,87,3
27874,33773,91,2
7183,70603,8,9
14060,29414,11,7
53797,72612,68,7
28626,53797,80,1
10133,64449,71,1
78707,81297,7,7
11919,65966,43,6
13020,63516,33,9
12423,30417,7,9
17949,30712,41,4
46756,77976,88,4
45882,58008,97,9
38150,76965,27,5
13100,63959,38,4
27987,46756,52,3
27015,51024,97,0
46665,72302,37,4
8516,46665,36,3
61904,75149,12,8
3564,30963,56,7
20978,32754,87,4
45561,71098,21,3
43060,43120,22,4
14680,15220,10,8
47087,83041,89,6
14430,16380,2,8
27476,33101,41,7
74433,81797,1,9
24734,28694,14,6
26381,29352,80,3
70514,78640,79,0
4566,5752,69,1
39268,82776,57,0
14768,48184,22,2
23091,23529,14,8
53331,80186,81,9
5601,36904,17,7
41161,55694,19,9
35792,36799,74,2
7942,68315,96,7
33723,67568,82,8
57690,66780,45,5
6268,34089,63,1
6268,38073,49,4
9986,84438,33,4
10503,27691,34,2
31772,67447,65,4
21782,64130,63,7
19701,72856,42,3
14082,56924,43,2
42537,68643,99,1
47222,67534,60,3
32564,42012,36,5
23559,82577,42,6
14997,71923,9,9
46361,54405,26,1
55650,74491,68,3
18753,72297,35,3
27141,48270,79,3
4963,39962,8,9
42326,66198,81,0
20875,42795,67,0
21522,42644,47,8
18461,50317,34,4
63281,77658,81,0
40058,47746,22,7
11442,68730,39,3
2777,4713,39,4
30986,84061,16,7
45186,55186,95,0
30056,60050,94,4
83053,84516,8,8
63785,79478,32,4
34319,44651,55,1
59359,80944,84,1
54727,80636,82,6
2777,26751,40,3
29602,56419,63,4
23352,56419,69,1
6317,69693,38,5
56338,73670,23,3
9988,55403,87,1
72987,78502,52,6
4698,34913,6,7
36009,45838,25,6
43434,60467,44,4
7736,64449,77,9
54094,65977,56,1
46328,54041,22,3
18927,42692,99,0
4985,28686,73,3
38544,71498,50,2
24759,77263,99,8
49147,81291,56,4
58644,64344,90,3
2777,80336,78,2
31,77155,24,1
17414,24570,85,2
20668,39905,61,2
69618,77658,65,9
2409,23467,13,9
14997,39603,49,8
47281,56216,12,8
7119,56101,9,8
48231,65903,49,2
25750,69618,41,2
19949,24090,96,4
1480,27988,83,6
3770,54942,87,8
26959,71047,25,7
127,38257,42,4
46,54213,78,0
26330,42721,42,3
11898,70340,88,2
4542,64719,29,5
45543,50584,27,6
26929,52537,80,0
16346,40236,61,2
5998,34144,78,0
36830,44622,84,7
51791,80301,62,2
20791,58644,89,0
8124,62224,13,7
18851,49955,61,1
26447,33377,30,4
12452,66198,9,7
25330,39998,27,6
48889,62825,96,0
42968,81115,86,1
59910,81115,92,0
42332,81115,17,6
14804,68727,40,8
19764,23235,95,1
46087,54737,74,1
4910,77755,60,7
61595,78328,53,4
76132,79241,16,6
6526,75149,63,1
21650,47822,69,3
25917,45540,81,4
54857,74864,88,0
42326,70325,76,0
39465,57522,29,7
127,9749,94,6
71957,78594,82,1
12713,66749,18,8
31572,35540,57,1
14544,34363,81,1
23050,74848,70,9
25453,49157,92,0
4789,15635,82,5
20134,77921,21,5
66411,70226,42,5
7432,25588,3,8
26885,75379,13,6
61962,84358,39,3
7348,47573,68,9
17608,37708,77,4
16503,79114,64,1
39310,60084,10,8
50317,77512,53,3
44144,54990,5,9
8432,47181,78,7
18120,27746,73,1
46427,53940,68,0
64759,84692,8,5
20498,26108,46,3
37798,69097,12,4
15900,63785,10,8
3489,26796,78,5
14873,15809,58,1
42394,76806,97,7
51770,60517,27,7
64759,65594,8,2
31389,75372,7,9
45093,71317,15,3
8538,72337,82,3
42332,61836,30,4
10989,42510,50,5
47023,52406,57,3
60688,66247,65,0
15458,62159,70,7
6268,47266,50,1
69264,82685,67,3
30532,46825,13,3
44855,80211,91,7
30649,32215,32,3
42537,47746,38,2
29019,79278,33,5
46895,54990,69,4
19763,75995,54,1
60165,69439,23,7
71478,73514,16,9
15443,40951,60,5
33026,42170,13,4
6008,13414,16,9
57688,81296,62,1
1161,84721,84,1
67032,81744,16,8
28686,83041,25,6
32074,59504,1,9
4291,37949,50,9
33388,80244,45,7
14864,49979,79,2
33377,81315,3,9
15306,38178,89,4
4474,78711,9,9
48911,64719,15,7
35558,50480,44,3
62054,73074,60,5
33421,42884,93,0
50019,83022,15,8
25332,71986,85,2
7389,72130,12,7
37949,81672,70,5
20359,23218,32,3
20359,75940,9,8
56988,79014,86,0
44935,60321,98,0
48915,76744,64,2
14790,35049,85,2
19611,43455,81,2
41436,47602,43,4
47274,56429,44,6
32564,78594,73,3
78594,80816,43,6
51562,83828,29,0
12840,76576,29,4
17414,30589,13,8
38218,49559,21,7
1717,72798,71,4
1096,2570,98,2
62407,82577,3,9
5563,10778,18,7
46384,63823,74,3
3856,26751,49,6
15757,40867,11,8
20326,51075,39,3
15228,53423,12,8
3770,25748,38,4
65871,69618,49,6
52706,65986,68,0
51720,77658,22,7
66582,70603,92,6
67441,76813,40,1
37666,62825,45,5
15290,26913,84,1
31550,37767,46,1
29697,51781,49,3
50820,84668,55,0
37169,75262,66,9
5540,50610,38,6
21999,68007,62,1
13919,32215,20,5
6180,43862,38,4
10175,79619,69,0
21908,45540,28,5
32049,62115,9,8
18334,48039,5,5
6343,63507,11,8
53433,57087,72,0
25118,84438,41,6
6133,24884,29,7
9464,39960,62,3
14638,22867,87,9
1903,30970,5,8
11439,61593,22,2
13444,72987,6,9
38044,74471,87,1
11660,42993,37,7
29840,63375,87,1
18789,76602,12,7
14073,80047,39,2
14561,56972,77,2
18142,34169,74,1
12651,24644,53,5
12457,59632,21,2
21557,74296,71,4
5375,64759,8,2
45900,53002,94,0
26067,66507,47,1
60284,79384,93,0
17973,68702,93,2
29349,42293,29,1
47553,72721,88,5
2786,5180,12,6
15900,71608,63,1
6635,8371,74,6
10610,36517,15,8
41914,50889,9,8
5256,34739,25,9
58644,83769,39,3
14031,64819,15,6
35341,54072,30,4
72094,82017,66,6
12023,70707,30,7
20062,76576,77,4
31596,49067,7,8
7746,50516,5,9
10332,13767,43,7
40119,76462,95,1
33579,56106,44,4
9988,63571,42,3
9988,77235,44,4
9363,45953,74,4
27611,57119,25,5
19646,40434,96,1
29230,69328,21,7
35202,71093,57,5
5716,36139,32,3
14804,24047,50,5
39998,52537,35,8
23343,83552,48,5
15274,45971,22,2
35512,73744,54,1
16043,57087,44,4
20969,25597,35,3
49796,67454,15,4
13196,28686,10,9
57237,75102,26,5
64468,69542,64,8
56414,72341,42,2
5631,52326,65,1
7710,79278,49,7
26165,40032,15,7
10696,30589,16,7
28694,40718,76,8
6872,23068,52,6
17625,68726,94,1
4178,68709,42,2
35519,37008,14,9
26127,60157,19,9
799,34363,78,1
13807,51603,93,0
4488,36283,50,1
28362,76165,39,3
59446,83773,52,1
11537,60288,52,3
23047,34089,60,3
2777,48911,81,1
22669,34799,51,4
5529,43469,11,8
43376,66560,72,7
7082,28322,26,5
22129,27691,57,6
62818,63272,3,9
6153,32215,26,4
32215,78067,31,2
4985,23343,44,6
30883,51608,56,4
7503,32074,55,1
3115,65098,81,0
22754,41358,12,7
10133,80336,64,4
127,58335,17,7
13842,74491,13,9
62417,78876,64,1
50010,83466,29,1
40725,48171,39,5
35639,75102,47,8
23047,66560,32,3
6827,63589,93,1
21914,51921,86,9
52886,66107,11,7
1114,20014,38,6
22377,53163,47,0
5931,14939,76,6
28722,59025,91,0
18927,75963,33,3
22377,53668,23,2
17701,49064,2,9
18184,24038,90,6
47548,76894,42,8
33572,54944,59,4
8460,54862,66,6
38860,59042,77,3
44593,82106,12,7
21512,44131,92,0
17701,79114,14,7
11578,60506,5,8
1136,14718,30,4
4713,44446,49,4
33007,42645,18,6
59451,68028,59,3
42472,61595,10,7
52406,53460,33,6
69512,70856,31,7
18120,80126,36,7
32215,82482,18,4
3489,32215,15,6
68353,71856,93,0
57544,71306,90,5
27564,31550,27,3
13190,59054,89,0
48271,82453,3,9
50552,83022,95,6
6643,10588,48,3
36645,76427,77,0
50584,52719,35,3
7530,16380,6,9
55158,64925,28,9
20054,48028,93,5
14561,18142,77,7
957,69618,49,5
39337,69367,37,6
25356,78551,84,4
36977,79847,7,7
3189,40797,90,0
73809,78551,84,3
9203,56273,90,3
3917,59997,61,4
76223,80949,77,2
22377,71866,88,0
22806,82867,48,5
59016,74598,90,0
9701,62115,58,2
44950,51187,72,1
2673,9959,84,5
27236,51144,98,0
13395,51654,93,2
13229,15186,60,1
57827,65914,97,5
14790,24935,83,2
52399,79490,86,7
11569,71882,32,4
7176,81115,19,7
61857,82373,6,9
20791,50611,91,3
12563,76858,49,1
13378,65982,35,2
69618,79114,37,5
25891,79847,65,6
18535,77416,10,7
64740,76576,24,5
5944,18573,38,1
30751,39917,78,1
4033,19939,15,6
2777,49964,79,2
9989,23136,81,5
65491,81744,53,6
13820,44422,56,1
11396,53940,14,8
9389,82031,67,1
14518,26257,64,2
13444,76866,12,9
5542,62177,89,2
21143,21522,75,9
21522,26468,47,3
4985,83769,70,9
32617,74958,60,2
16399,74958,34,4
16070,29417,15,7
21143,54763,75,9
1940,69197,41,1
75553,79288,10,8
9017,53862,22,6
31813,33377,82,4
8874,46029,95,7
11532,21143,75,6
27144,48067,95,9
26330,73201,51,2
18152,57878,12,3
64420,71288,14,7
3946,38694,76,7
6643,59708,3,8
13807,23204,99,8
17104,74169,38,3
43376,76576,81,8
8709,47404,60,4
22141,69985,21,6
22675,32748,18,7
57749,81515,3,4
22842,32505,93,4
638,2328,74,0
7300,35599,85,0
33183,59778,45,2
4698,10483,46,8
22000,73763,39,4
20543,34706,42,1
14097,78518,90,2
4192,41102,91,0
7389,16537,54,1
8482,74984,37,2
19078,71072,46,5
12465,13327,71,1
72054,84086,25,6
32641,47665,63,8
43235,56051,66,8
32461,37462,86,3
34363,37462,86,5
20158,57087,7,9
15184,77294,21,6
9492,63959,10,8
5860,35540,59,8
2428,57968,55,7
42462,75996,90,0
22500,56168,43,1
64819,82892,13,8
32215,50993,28,3
47884,53348,81,2
44800,56168,71,3
22000,30777,71,9
36347,54944,53,3
4150,26715,23,5
38316,84701,14,7
26770,74973,59,3
18702,54379,82,2
35384,54575,52,5
17929,18774,85,3
31068,43290,59,1
51162,56924,81,2
13815,47456,27,4
83041,83417,45,3
28850,62892,33,1
16141,71269,35,2
20690,59209,97,0
44864,46895,78,4
29232,33572,43,3
3781,84480,5,9
10175,32564,61,2
8124,37546,51,3
17929,33377,78,4
19133,80876,36,1
17625,32215,28,5
51770,62532,49,1
2056,5692,30,5
43736,81764,24,5
62093,77097,88,0
5239,71317,16,3
75415,76762,35,2
40294,78414,42,9
63272,74627,11,8
32215,66994,19,4
50441,82770,44,6
3597,12895,4,6
24976,25914,99,1
38544,50259,7,8
63589,71544,52,1
5083,43376,38,3
62224,76165,66,9
7491,68570,84,2
33767,34833,72,2
14816,27987,46,3
29070,43517,60,1
7528,68699,51,5
57237,77299,44,2
55291,69618,74,1
31004,50297,76,4
16089,37181,39,7
34356,64397,68,2
7183,33183,72,0
18133,71923,19,8
29316,78809,39,4
24993,40867,51,5
42291,71867,42,0
25547,83463,52,1
46850,64819,31,3
60414,78154,99,5
8554,71407,42,5
20791,58335,6,9
61740,73361,62,7
58238,68730,42,3
13815,44864,64,2
12558,34381,86,1
2777,29309,90,1
66780,67878,48,6
2906,8844,75,6
7858,55702,98,2
58638,70390,55,7
33657,50610,13,6
76576,80436,20,6
12031,80682,46,5
8542,82892,18,8
67162,76576,89,6
3680,72003,48,2
56560,70559,53,1
3564,46210,96,4
25083,51145,66,6
2759,47268,88,1
26419,59748,62,2
32505,48808,8,7
29763,36283,80,4
27141,67447,71,3
20930,21782,4,9
53433,79405,78,0
67062,82174,18,4
51162,77607,17,6
46732,84641,38,5
37008,75161,1,9
51063,73117,97,3
9363,39331,76,0
525,46890,93,1
4206,49233,70,8
8933,71864,68,3
4656,81427,86,1
21931,33681,25,5
37619,47926,77,9
53651,56480,91,9
18821,18851,42,3
45742,72612,74,7
19876,83217,37,2
17192,54784,85,2
63916,71671,20,8
15443,75161,22,7
1887,30188,48,7
16818,36490,2,9
75105,80195,65,1
24631,32215,26,2
51061,54515,67,5
10172,17015,97,4
9149,20231,7,8
72612,84061,53,8
18373,67032,31,6
12855,24711,97,5
38736,79938,67,9
10935,57393,55,4
32215,56414,23,4
47548,56437,28,6
68730,83253,39,5
22460,32717,77,8
39939,61778,21,3
27857,84269,26,2
56419,61022,2,9
2588,32215,30,3
16089,28686,88,6
28686,50439,16,7
1375,70164,51,1
17414,20400,4,9
32215,65472,6,9
5069,73053,73,6
32215,67614,30,3
32215,59806,27,5
5637,31813,42,5
34330,49692,94,2
32735,71164,22,5
25034,60125,63,6
5860,6588,70,1
29414,44247,10,7
20484,83353,16,7
28110,73080,56,2
80849,84020,56,1
36689,53696,36,1
39268,64196,26,4
42192,60084,26,5
5069,20400,39,6
23610,63796,26,3
8440,17431,87,4
64622,84128,3,9
40418,77749,63,3
56688,73360,79,0
65078,68506,88,0
18851,26148,1,9
